Time,P634A,P634B,P634C,Q634A,Q634B,Q634C,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,Ptotal
808,0.990675875,2.572369755,2.244492708,0.46344812,3.284871156,2.192826755,0.456785712,1.232274518,3.201785535,0.470719079,1.361240498,1.84954606,8.000125283,8.000125283,0.1,0.603341559,0.241336623,0.441508468,0.241336623,0.284210734,0.241336623,0.284210734,0.241336623,0.603341559,0.241336623,0.441508468,0.241336623,0.284210734,0.241336623,0.284210734,0.241336623,0.603341559,0.241336623,0.441508468,0.241336623,0.284210734,0.241336623,0.284210734,0.241336623,0.603341559,0.241336623,0.441508468,0.241336623,0.284210734,0.241336623,0.284210734,0.241336623,0.199822454,0.199822454,0.199822454,0.199487701,38.24245321
809,0.92665287,2.571291224,2.244640287,0.476013815,3.690704802,2.19313719,0.460747569,1.277752075,3.202190245,0.489003665,1.327118455,1.849343799,8.000043341,8.000043341,0.1,0.603340539,0.241336216,0.441548514,0.241336216,0.284210254,0.241336216,0.284210254,0.241336216,0.603340539,0.241336216,0.441548514,0.241336216,0.284210254,0.241336216,0.284210254,0.241336216,0.603340539,0.241336216,0.441548514,0.241336216,0.284210254,0.241336216,0.284210254,0.241336216,0.603340539,0.241336216,0.441548514,0.241336216,0.284210254,0.241336216,0.284210254,0.241336216,0.199822736,0.199822736,0.199822736,0.199487988,38.21389652
810,0.873229206,2.476151776,2.244783831,0.511952099,4.111935178,2.193448765,0.465053264,1.250109951,3.202590639,0.507848259,1.226295039,1.849142987,7.99999782,7.99999782,0.1,0.603339973,0.241335989,0.441588273,0.241335989,0.284209987,0.241335989,0.284209987,0.241335989,0.603339973,0.241335989,0.441588273,0.241335989,0.284209987,0.241335989,0.284209987,0.241335989,0.603339973,0.241335989,0.441588273,0.241335989,0.284209987,0.241335989,0.284209987,0.241335989,0.603339973,0.241335989,0.441588273,0.241335989,0.284209987,0.241335989,0.284209987,0.241335989,0.199823029,0.199823029,0.199823029,0.199488286,38.22028269
811,0.844118463,2.387942547,2.244924348,0.579951005,4.018417284,2.193761196,0.463196985,1.22633041,3.202987796,0.516271271,1.150096426,1.848943263,7.999979618,7.999979618,0.1,0.603339746,0.241335899,0.441627816,0.241335899,0.284209881,0.241335899,0.284209881,0.241335899,0.603339746,0.241335899,0.441627816,0.241335899,0.284209881,0.241335899,0.284209881,0.241335899,0.603339746,0.241335899,0.441627816,0.241335899,0.284209881,0.241335899,0.284209881,0.241335899,0.603339746,0.241335899,0.441627816,0.241335899,0.284209881,0.241335899,0.284209881,0.241335899,0.199823329,0.199823329,0.199823329,0.19948859,38.26650916
812,0.845834066,2.420515296,2.245063071,0.640578564,3.639867583,2.194074132,0.484350574,1.166987723,3.203383035,0.53478594,1.162388354,1.848744183,7.999977603,7.999977603,0.1,0.603339721,0.241335889,0.441667232,0.241335889,0.284209869,0.241335889,0.284209869,0.241335889,0.603339721,0.241335889,0.441667232,0.241335889,0.284209869,0.241335889,0.284209869,0.241335889,0.603339721,0.241335889,0.441667232,0.241335889,0.284209869,0.241335889,0.284209869,0.241335889,0.603339721,0.241335889,0.441667232,0.241335889,0.284209869,0.241335889,0.284209869,0.241335889,0.199823634,0.199823634,0.199823634,0.1994889,38.36932197
813,0.82919229,2.616275821,2.245200993,0.657757043,3.470365541,2.194387296,0.527699077,1.033383076,3.203777417,0.553906074,1.218695232,1.84854539,7.999982815,7.999982815,0.1,0.603339786,0.241335914,0.441706591,0.241335914,0.284209899,0.241335914,0.284209899,0.241335914,0.603339786,0.241335914,0.441706591,0.241335914,0.284209899,0.241335914,0.284209899,0.241335914,0.603339786,0.241335914,0.441706591,0.241335914,0.284209899,0.241335914,0.284209899,0.241335914,0.603339786,0.241335914,0.441706591,0.241335914,0.284209899,0.241335914,0.284209899,0.241335914,0.19982394,0.19982394,0.19982394,0.199489211,38.43314201
814,0.8016034,2.834171029,2.245338741,0.648140473,3.530232958,2.194700508,0.557124291,0.955732788,3.204171613,0.553295376,1.212368821,1.84834666,7.999989603,7.999989603,0.1,0.603339871,0.241335948,0.441745938,0.241335948,0.284209939,0.241335948,0.284209939,0.241335948,0.603339871,0.241335948,0.441745938,0.241335948,0.284209939,0.241335948,0.284209939,0.241335948,0.603339871,0.241335948,0.441745938,0.241335948,0.284209939,0.241335948,0.284209939,0.241335948,0.603339871,0.241335948,0.441745938,0.241335948,0.284209939,0.241335948,0.284209939,0.241335948,0.199824248,0.199824248,0.199824248,0.199489523,38.42556867
815,0.801924938,2.880386936,2.24547662,0.629694213,3.652148478,2.195013684,0.563467763,1.006053851,3.204565948,0.565659695,1.16276474,1.848147883,7.999995211,7.999995211,0.1,0.60333994,0.241335976,0.441785293,0.241335976,0.284209972,0.241335976,0.284209972,0.241335976,0.60333994,0.241335976,0.441785293,0.241335976,0.284209972,0.241335976,0.284209972,0.241335976,0.60333994,0.241335976,0.441785293,0.241335976,0.284209972,0.241335976,0.284209972,0.241335976,0.60333994,0.241335976,0.441785293,0.241335976,0.284209972,0.241335976,0.284209972,0.241335976,0.199824554,0.199824554,0.199824554,0.199489835,38.42696717
816,0.800806894,2.733438288,2.24561472,0.611817596,3.816491751,2.195326796,0.550131128,1.079968741,3.204960521,0.593140703,1.105533846,1.847949027,7.999998818,7.999998818,0.1,0.603339985,0.241335994,0.441824665,0.241335994,0.284209993,0.241335994,0.284209993,0.241335994,0.603339985,0.241335994,0.441824665,0.241335994,0.284209993,0.241335994,0.284209993,0.241335994,0.603339985,0.241335994,0.441824665,0.241335994,0.284209993,0.241335994,0.284209993,0.241335994,0.603339985,0.241335994,0.441824665,0.241335994,0.284209993,0.241335994,0.284209993,0.241335994,0.199824861,0.199824861,0.199824861,0.199490146,38.42292862
817,0.792801477,2.504741769,2.24575302,0.587661341,3.9268161,2.195639853,0.532936416,1.089569838,3.205355307,0.582823226,0.992059461,1.847750099,8.000000626,8.000000626,0.1,0.603340008,0.241336003,0.441864051,0.241336003,0.284210004,0.241336003,0.284210004,0.241336003,0.603340008,0.241336003,0.441864051,0.241336003,0.284210004,0.241336003,0.284210004,0.241336003,0.603340008,0.241336003,0.441864051,0.241336003,0.284210004,0.241336003,0.284210004,0.241336003,0.603340008,0.241336003,0.441864051,0.241336003,0.284210004,0.241336003,0.284210004,0.241336003,0.199825167,0.199825167,0.199825167,0.199490456,38.36406319
818,0.803800938,2.334334965,2.245891456,0.549482064,3.992529018,2.195952871,0.536846055,1.143292561,3.205750238,0.524418894,0.890430232,1.847551122,8.000001203,8.000001203,0.1,0.603340015,0.241336006,0.441903446,0.241336006,0.284210007,0.241336006,0.284210007,0.241336006,0.603340015,0.241336006,0.441903446,0.241336006,0.284210007,0.241336006,0.284210007,0.241336006,0.603340015,0.241336006,0.441903446,0.241336006,0.284210007,0.241336006,0.284210007,0.241336006,0.603340015,0.241336006,0.441903446,0.241336006,0.284210007,0.241336006,0.284210007,0.241336006,0.199825472,0.199825472,0.199825472,0.199490766,38.28319485
819,0.844155203,2.280593681,2.246029965,0.531847969,4.000837358,2.196265868,0.548354544,1.23539173,3.206145249,0.47143204,0.916637144,1.847352118,8.000001117,8.000001117,0.1,0.603340014,0.241336006,0.441942847,0.241336006,0.284210007,0.241336006,0.284210007,0.241336006,0.603340014,0.241336006,0.441942847,0.241336006,0.284210007,0.241336006,0.284210007,0.241336006,0.603340014,0.241336006,0.441942847,0.241336006,0.284210007,0.241336006,0.284210007,0.241336006,0.603340014,0.241336006,0.441942847,0.241336006,0.284210007,0.241336006,0.284210007,0.241336006,0.199825777,0.199825777,0.199825777,0.199491076,38.26524159
820,0.89009151,2.347753472,2.246168503,0.539123117,3.778530079,2.196578858,0.546295254,1.199941583,3.206540288,0.451930092,1.038505878,1.847153105,8.00000078,8.00000078,0.1,0.60334001,0.241336004,0.44198225,0.241336004,0.284210005,0.241336004,0.284210005,0.241336004,0.60334001,0.241336004,0.44198225,0.241336004,0.284210005,0.241336004,0.284210005,0.241336004,0.60334001,0.241336004,0.44198225,0.241336004,0.284210005,0.241336004,0.284210005,0.241336004,0.60334001,0.241336004,0.44198225,0.241336004,0.284210005,0.241336004,0.284210005,0.241336004,0.199826082,0.199826082,0.199826082,0.199491386,38.29769629
821,0.897686509,2.425433035,2.246307042,0.528659958,3.514384589,2.196891847,0.54564772,1.093345378,3.20693533,0.4323203,1.13417656,1.846954091,8.00000043,8.00000043,0.1,0.603340005,0.241336002,0.442021652,0.241336002,0.284210003,0.241336002,0.284210003,0.241336002,0.603340005,0.241336002,0.442021652,0.241336002,0.284210003,0.241336002,0.284210003,0.241336002,0.603340005,0.241336002,0.442021652,0.241336002,0.284210003,0.241336002,0.284210003,0.241336002,0.603340005,0.241336002,0.442021652,0.241336002,0.284210003,0.241336002,0.284210003,0.241336002,0.199826388,0.199826388,0.199826388,0.199491696,38.27537526
822,0.858165228,2.359862476,2.24644557,0.49943014,3.435216088,2.197204839,0.566136858,1.061102891,3.207330361,0.400280136,1.14027105,1.846755081,8.00000017,8.00000017,0.1,0.603340002,0.241336001,0.442061054,0.241336001,0.284210001,0.241336001,0.284210001,0.241336001,0.603340002,0.241336001,0.442061054,0.241336001,0.284210001,0.241336001,0.284210001,0.241336001,0.603340002,0.241336001,0.442061054,0.241336001,0.284210001,0.241336001,0.284210001,0.241336001,0.603340002,0.241336001,0.442061054,0.241336001,0.284210001,0.241336001,0.284210001,0.241336001,0.199826693,0.199826693,0.199826693,0.199492005,38.19587775
823,0.830402477,2.169772872,2.246584087,0.482712239,3.425356129,2.197517834,0.589957191,1.116366061,3.207725379,0.39215214,1.129624329,1.846556075,8.000000017,8.000000017,0.1,0.60334,0.241336,0.442100456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442100456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442100456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442100456,0.241336,0.28421,0.241336,0.28421,0.241336,0.199826998,0.199826998,0.199826998,0.199492315,38.16789426
824,0.86518975,2.08574119,2.246722595,0.495457994,3.509229601,2.197830832,0.580152663,1.194939156,3.208120387,0.433432292,1.156460477,1.846357072,7.999999949,7.999999949,0.1,0.603339999,0.241336,0.442139856,0.241336,0.28421,0.241336,0.28421,0.241336,0.603339999,0.241336,0.442139856,0.241336,0.28421,0.241336,0.28421,0.241336,0.603339999,0.241336,0.442139856,0.241336,0.28421,0.241336,0.28421,0.241336,0.603339999,0.241336,0.442139856,0.241336,0.28421,0.241336,0.28421,0.241336,0.199827303,0.199827303,0.199827303,0.199492625,38.24770788
825,0.915733275,2.171191563,2.246861096,0.523784253,3.747932769,2.198143831,0.52558733,1.198393079,3.208515389,0.502537025,1.140376216,1.846158071,7.999999935,7.999999935,0.1,0.603339999,0.241336,0.442179256,0.241336,0.28421,0.241336,0.28421,0.241336,0.603339999,0.241336,0.442179256,0.241336,0.28421,0.241336,0.28421,0.241336,0.603339999,0.241336,0.442179256,0.241336,0.28421,0.241336,0.28421,0.241336,0.603339999,0.241336,0.442179256,0.241336,0.28421,0.241336,0.28421,0.241336,0.199827608,0.199827608,0.199827608,0.199492935,38.34192214
826,0.919605543,2.15763065,2.246999595,0.546646983,3.932665093,2.198456832,0.455601834,1.088799101,3.208910387,0.550737264,1.103809547,1.845959072,7.999999946,7.999999946,0.1,0.603339999,0.241336,0.442218656,0.241336,0.28421,0.241336,0.28421,0.241336,0.603339999,0.241336,0.442218656,0.241336,0.28421,0.241336,0.28421,0.241336,0.603339999,0.241336,0.442218656,0.241336,0.28421,0.241336,0.28421,0.241336,0.603339999,0.241336,0.442218656,0.241336,0.28421,0.241336,0.28421,0.241336,0.199827914,0.199827914,0.199827914,0.199493245,38.347677
827,0.91488219,2.066151609,2.247138093,0.560705849,3.825007261,2.198769832,0.407746728,0.965074535,3.209305385,0.572920016,1.121784694,1.845760073,7.999999966,7.999999966,0.1,0.60334,0.241336,0.442258056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442258056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442258056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442258056,0.241336,0.28421,0.241336,0.28421,0.241336,0.199828219,0.199828219,0.199828219,0.199493555,38.3321453
828,0.941084347,2.102451203,2.247276591,0.556992789,3.584498749,2.199082833,0.40084796,0.91984585,3.209700383,0.583728448,1.132792765,1.845561073,7.999999983,7.999999983,0.1,0.60334,0.241336,0.442297456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442297456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442297456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442297456,0.241336,0.28421,0.241336,0.28421,0.241336,0.199828524,0.199828524,0.199828524,0.199493865,38.35934919
829,0.937705125,2.205760865,2.24741509,0.545949107,3.610388915,2.199395833,0.412962583,0.949277241,3.210095382,0.582812076,1.126798596,1.845362074,7.999999995,7.999999995,0.1,0.60334,0.241336,0.442336856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442336856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442336856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442336856,0.241336,0.28421,0.241336,0.28421,0.241336,0.199828829,0.199828829,0.199828829,0.199494175,38.35692966
830,0.909047088,2.271780202,2.247553589,0.56674623,3.866903167,2.199708833,0.402093397,1.017816669,3.210490381,0.593462626,1.157615972,1.845163074,8.000000001,8.000000001,0.1,0.60334,0.241336,0.442376256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442376256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442376256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442376256,0.241336,0.28421,0.241336,0.28421,0.241336,0.199829135,0.199829135,0.199829135,0.199494484,38.34965522
831,0.925354571,2.26636885,2.247692089,0.613967126,3.995042416,2.200021834,0.372524009,1.06614479,3.210885381,0.626747453,1.1865531,1.844964074,8.000000003,8.000000003,0.1,0.60334,0.241336,0.442415656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442415656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442415656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442415656,0.241336,0.28421,0.241336,0.28421,0.241336,0.19982944,0.19982944,0.19982944,0.199494794,38.41770414
832,0.968505001,2.179129207,2.247830589,0.647522033,3.788122407,2.200334834,0.35240282,1.074294761,3.21128038,0.65425542,1.161258074,1.844765074,8.000000003,8.000000003,0.1,0.60334,0.241336,0.442455056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442455056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442455056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442455056,0.241336,0.28421,0.241336,0.28421,0.241336,0.199829745,0.199829745,0.199829745,0.199495104,38.50260136
833,0.956081621,2.09829444,2.247969089,0.63436034,3.415779105,2.200647834,0.355245564,1.069415601,3.211675381,0.640086806,1.114725634,1.844566074,8.000000002,8.000000002,0.1,0.60334,0.241336,0.442494456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442494456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442494456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442494456,0.241336,0.28421,0.241336,0.28421,0.241336,0.19983005,0.19983005,0.19983005,0.199495414,38.46649551
834,0.87233519,2.106585913,2.248107589,0.579502915,3.302729929,2.200960834,0.374291737,1.0825654,3.212070381,0.58314661,1.144195198,1.844367074,8.000000001,8.000000001,0.1,0.60334,0.241336,0.442533856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442533856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442533856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442533856,0.241336,0.28421,0.241336,0.28421,0.241336,0.199830356,0.199830356,0.199830356,0.199495724,38.29080273
835,0.820187556,2.221904561,2.248246089,0.533670566,3.487316907,2.201273833,0.40743842,1.174795319,3.212465381,0.512453147,1.232270745,1.844168074,8.000000001,8.000000001,0.1,0.60334,0.241336,0.442573256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442573256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442573256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442573256,0.241336,0.28421,0.241336,0.28421,0.241336,0.199830661,0.199830661,0.199830661,0.199496034,38.15608107
836,0.831716978,2.351342762,2.248384589,0.500037115,3.624809238,2.201586833,0.460040598,1.305369145,3.212860381,0.449797739,1.267599546,1.843969074,8,8,0.1,0.60334,0.241336,0.442612656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442612656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442612656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442612656,0.241336,0.28421,0.241336,0.28421,0.241336,0.199830966,0.199830966,0.199830966,0.199496344,38.12472891
837,0.83521347,2.373949385,2.248523089,0.455436178,3.710627992,2.201899833,0.510743185,1.334873831,3.213255381,0.409992335,1.217888552,1.843770074,8,8,0.1,0.60334,0.241336,0.442652056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442652056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442652056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442652056,0.241336,0.28421,0.241336,0.28421,0.241336,0.199831271,0.199831271,0.199831271,0.199496653,38.09532675
838,0.8455531,2.399676315,2.248661589,0.415637882,3.905114805,2.202212833,0.539168308,1.262410854,3.213650381,0.400652233,1.129734029,1.843571074,8,8,0.1,0.60334,0.241336,0.442691456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442691456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442691456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442691456,0.241336,0.28421,0.241336,0.28421,0.241336,0.199831576,0.199831576,0.199831576,0.199496963,38.0857582
839,0.887240008,2.416402605,2.248800089,0.39751731,4.126456997,2.202525833,0.544276554,1.176245155,3.214045381,0.420969862,1.12055261,1.843372074,8,8,0.1,0.60334,0.241336,0.442730856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442730856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442730856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442730856,0.241336,0.28421,0.241336,0.28421,0.241336,0.199831882,0.199831882,0.199831882,0.199497273,38.13555551
840,0.89027946,2.323725304,2.248938589,0.413150238,4.227644903,2.202838833,0.530605546,1.142742804,3.214440381,0.463493649,1.160974071,1.843173074,8,8,0.1,0.60334,0.241336,0.442770256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442770256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442770256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442770256,0.241336,0.28421,0.241336,0.28421,0.241336,0.199832187,0.199832187,0.199832187,0.199497583,38.18388577
841,0.839768397,2.303367301,2.249077089,0.44074252,4.074763427,2.203151833,0.505489371,1.151229177,3.214835381,0.513521344,1.131575839,1.842974074,8,8,0.1,0.60334,0.241336,0.442809656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442809656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442809656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442809656,0.241336,0.28421,0.241336,0.28421,0.241336,0.199832492,0.199832492,0.199832492,0.199497893,38.18668361
842,0.774244211,2.506903729,2.249215589,0.465119374,3.661339202,2.203464833,0.470399467,1.104442653,3.215230381,0.571239103,1.099467925,1.842775074,8,8,0.1,0.60334,0.241336,0.442849056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442849056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442849056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442849056,0.241336,0.28421,0.241336,0.28421,0.241336,0.199832797,0.199832797,0.199832797,0.199498202,38.16896923
843,0.708988234,2.743888491,2.249354089,0.533551708,3.349086594,2.203777833,0.438596699,1.003761796,3.215625381,0.617928218,1.175402542,1.842576074,8,8,0.1,0.60334,0.241336,0.442888456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442888456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442888456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442888456,0.241336,0.28421,0.241336,0.28421,0.241336,0.199833102,0.199833102,0.199833102,0.199498512,38.18783704
844,0.688709003,2.743543026,2.249492589,0.647988434,3.57818753,2.204090833,0.436071304,0.948109463,3.216020381,0.624807034,1.336712147,1.842377074,8,8,0.1,0.60334,0.241336,0.442927856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442927856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442927856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442927856,0.241336,0.28421,0.241336,0.28421,0.241336,0.199833407,0.199833407,0.199833407,0.199498822,38.28715305
845,0.727586462,2.615558575,2.249631089,0.747889221,4.114872647,2.204403833,0.438879463,0.981778491,3.216415381,0.610632373,1.483088227,1.842178074,8,8,0.1,0.60334,0.241336,0.442967256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442967256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442967256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.442967256,0.241336,0.28421,0.241336,0.28421,0.241336,0.199833713,0.199833713,0.199833713,0.199499132,38.4153699
846,0.793526998,2.564849611,2.249769589,0.787299505,4.518770547,2.204716833,0.437639568,1.064237717,3.216810381,0.597398035,1.520154001,1.841979074,8,8,0.1,0.60334,0.241336,0.443006656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443006656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443006656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443006656,0.241336,0.28421,0.241336,0.28421,0.241336,0.199834018,0.199834018,0.199834018,0.199499442,38.50705158
847,0.850297916,2.568113147,2.249908089,0.784560301,4.693627734,2.205029833,0.46131292,1.138917307,3.217205381,0.578340985,1.397844087,1.841780074,8,8,0.1,0.60334,0.241336,0.443046056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443046056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443046056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443046056,0.241336,0.28421,0.241336,0.28421,0.241336,0.199834323,0.199834323,0.199834323,0.199499751,38.5665047
848,0.82511025,2.615975732,2.250046589,0.770469617,4.603800111,2.205342833,0.483652164,1.189605952,3.217600381,0.52876474,1.205676185,1.841581074,8,8,0.1,0.60334,0.241336,0.443085456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443085456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443085456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443085456,0.241336,0.28421,0.241336,0.28421,0.241336,0.199834628,0.199834628,0.199834628,0.199500061,38.50079445
849,0.735240754,2.642098983,2.250185089,0.714948121,4.307348083,2.205655833,0.477791391,1.284184637,3.217995381,0.460449563,1.113315301,1.841382074,8,8,0.1,0.60334,0.241336,0.443124856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443124856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443124856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443124856,0.241336,0.28421,0.241336,0.28421,0.241336,0.199834933,0.199834933,0.199834933,0.199500371,38.28203261
850,0.70742898,2.484977404,2.250323589,0.597612089,3.832171346,2.205968833,0.454871803,1.392243067,3.218390381,0.432885859,1.121042854,1.841183074,8,8,0.1,0.60334,0.241336,0.443164256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443164256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443164256,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443164256,0.241336,0.28421,0.241336,0.28421,0.241336,0.199835238,0.199835238,0.199835238,0.199500681,38.08720661
851,0.747406568,2.17406464,2.250462089,0.489517981,3.327433776,2.206281833,0.426048324,1.392756194,3.218785381,0.46878736,1.136526341,1.840984074,8,8,0.1,0.60334,0.241336,0.443203656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443203656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443203656,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443203656,0.241336,0.28421,0.241336,0.28421,0.241336,0.199835544,0.199835544,0.199835544,0.199500991,38.02697321
852,0.809958185,1.971720928,2.250600589,0.481950164,3.234617969,2.206594833,0.405433298,1.365795104,3.219180381,0.523003862,1.168964195,1.840785074,8,8,0.1,0.60334,0.241336,0.443243056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443243056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443243056,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443243056,0.241336,0.28421,0.241336,0.28421,0.241336,0.199835849,0.199835849,0.199835849,0.1995013,38.11636359
853,0.906043151,2.021385246,2.250739089,0.5515345,3.711343047,2.206907833,0.402682913,1.344610732,3.219575381,0.570368874,1.216609668,1.840586074,8,8,0.1,0.60334,0.241336,0.443282456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443282456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443282456,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443282456,0.241336,0.28421,0.241336,0.28421,0.241336,0.199836154,0.199836154,0.199836154,0.19950161,38.32745262
854,0.979889399,2.15701559,2.250877589,0.612400848,4.31160509,2.207220833,0.423140974,1.275037614,3.219970381,0.608593228,1.194461756,1.840387074,8,8,0.1,0.60334,0.241336,0.443321856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443321856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443321856,0.241336,0.28421,0.241336,0.28421,0.241336,0.60334,0.241336,0.443321856,0.241336,0.28421,0.241336,0.28421,0.241336,0.199836459,0.199836459,0.199836459,0.19950192,38.52165273
